heading,price,Year,Make,Model,Class,Length,Fuel_Type,Hull_Material,Offered_By,Engine_Make,Engine_Model,Engine_Year,Total_Power,Engine_Hours,Engine_Type,Fuel_Type.1,Propeller_Type,Dry_Weight,Folding_Propeller,Cruising_Speed,Length_on_Deck,Max_Speed,Length_Overall,Beam,Length_at_Waterline,Windlass,Liferaft_Capacity,Electrical_Circuit,Fresh_Water_Tank,Fuel_Tank,Holding_Tank,Single_Berths,Double_Berths,Cabins,Heads,state,Country/Region/State ,Make,Variant,Length (ft),Geographic Region,Country/Region/State ,Listing Price (USD),Year,new_year
2018 Jeanneau Sun Odyssey 419,275000.0,2.0,Jeanneau,Sun Odyssey 419,Cruiser,41.0,Diesel,Fiberglass,Fraser Yacht Sales Ltd,Yanmar,4JH45CR,2.0,45.0,885.0,Inboard,Diesel|Diesel,3.0,17.0,1,7.0,39.0,8.0,41.0,13.0,,Electric Windlass,,12.0,2 x 87 gal (Plastic),1 x 53 gal (Plastic),2 x 16 gal (Plastic),,3.0,3.0,2,Vancouver,British Columbia,Jeanneau,Sun Odyssey 419,41,Europe,France,216216,2018,2
2018 Jeanneau Sun Odyssey 419,275000.0,2.0,Jeanneau,Sun Odyssey 419,Cruiser,41.0,Diesel,Fiberglass,Fraser Yacht Sales Ltd,Yanmar,4JH45CR,2.0,45.0,885.0,Inboard,Diesel|Diesel,3.0,17.0,1,7.0,39.0,8.0,41.0,13.0,,Electric Windlass,,12.0,2 x 87 gal (Plastic),1 x 53 gal (Plastic),2 x 16 gal (Plastic),,3.0,3.0,2,Vancouver,British Columbia,Jeanneau,Sun Odyssey 419,41,Europe,Greece,223829,2018,2
2018 Jeanneau Sun Odyssey 419,275000.0,2.0,Jeanneau,Sun Odyssey 419,Cruiser,41.0,Diesel,Fiberglass,Fraser Yacht Sales Ltd,Yanmar,4JH45CR,2.0,45.0,885.0,Inboard,Diesel|Diesel,3.0,17.0,1,7.0,39.0,8.0,41.0,13.0,,Electric Windlass,,12.0,2 x 87 gal (Plastic),1 x 53 gal (Plastic),2 x 16 gal (Plastic),,3.0,3.0,2,Vancouver,British Columbia,Jeanneau,Sun Odyssey 419,41,Europe,Italy,163984,2018,2
2018 Jeanneau Sun Odyssey 419,275000.0,2.0,Jeanneau,Sun Odyssey 419,Cruiser,41.0,Diesel,Fiberglass,Fraser Yacht Sales Ltd,Yanmar,4JH45CR,2.0,45.0,885.0,Inboard,Diesel|Diesel,3.0,17.0,1,7.0,39.0,8.0,41.0,13.0,,Electric Windlass,,12.0,2 x 87 gal (Plastic),1 x 53 gal (Plastic),2 x 16 gal (Plastic),,3.0,3.0,2,Vancouver,British Columbia,Jeanneau,Sun Odyssey 419,41,USA,Virginia,260000,2018,2
2018 Jeanneau Sun Odyssey 440,305000.0,2.0,Jeanneau,Sun Odyssey 440,Sloop,42.58,Diesel,Fiberglass,Yacht Broker Caribbean,Yanmar,4JH57R,1.0,57.0,233.0,Inboard,Diesel|Diesel,3.0,18.0,1,,41.0,,42.0,14.0,41.0,Electric Windlass,,12.0,2 x 140.01 gal (Plastic),1 x 52.83 gal (Aluminum),2 x 13.21 gal (Plastic),,3.0,3.0,2,Cape Town,South Africa,Jeanneau,Sun Odyssey 440,42,Europe,Greece,393034,2018,2
2018 Jeanneau Sun Odyssey 440,305000.0,2.0,Jeanneau,Sun Odyssey 440,Sloop,42.58,Diesel,Fiberglass,Yacht Broker Caribbean,Yanmar,4JH57R,1.0,57.0,233.0,Inboard,Diesel|Diesel,3.0,18.0,1,,41.0,,42.0,14.0,41.0,Electric Windlass,,12.0,2 x 140.01 gal (Plastic),1 x 52.83 gal (Aluminum),2 x 13.21 gal (Plastic),,3.0,3.0,2,Cape Town,South Africa,Jeanneau,Sun Odyssey 440,42,Europe,Greece,261170,2018,2
2018 Jeanneau Sun Odyssey 440,305000.0,2.0,Jeanneau,Sun Odyssey 440,Sloop,42.58,Diesel,Fiberglass,Yacht Broker Caribbean,Yanmar,4JH57R,1.0,57.0,233.0,Inboard,Diesel|Diesel,3.0,18.0,1,,41.0,,42.0,14.0,41.0,Electric Windlass,,12.0,2 x 140.01 gal (Plastic),1 x 52.83 gal (Aluminum),2 x 13.21 gal (Plastic),,3.0,3.0,2,Cape Town,South Africa,Jeanneau,Sun Odyssey 440,42,Europe,Italy,297560,2018,2
2018 Jeanneau Sun Odyssey 440,305000.0,2.0,Jeanneau,Sun Odyssey 440,Sloop,42.58,Diesel,Fiberglass,Yacht Broker Caribbean,Yanmar,4JH57R,1.0,57.0,233.0,Inboard,Diesel|Diesel,3.0,18.0,1,,41.0,,42.0,14.0,41.0,Electric Windlass,,12.0,2 x 140.01 gal (Plastic),1 x 52.83 gal (Aluminum),2 x 13.21 gal (Plastic),,3.0,3.0,2,Cape Town,South Africa,Jeanneau,Sun Odyssey 440,42,Europe,Italy,291539,2018,2
2018 Jeanneau Sun Odyssey 449,349000.0,2.0,Jeanneau,Sun Odyssey 449,Sloop,44.0,Diesel,Fiberglass,Latitude Yacht Brokerage,Yanmar,None,,57.0,,Inboard,Diesel,,21.0,1,,42.0,,45.0,13.0,,None,,,139 gal (),53 gal (),2 x 21 gal (),,,,2,Norwalk,Connecticut,Jeanneau,Sun Odyssey 449,45,Europe,Croatia,189467,2018,2
2018 Jeanneau Sun Odyssey 449,349000.0,2.0,Jeanneau,Sun Odyssey 449,Sloop,44.0,Diesel,Fiberglass,Latitude Yacht Brokerage,Yanmar,None,,57.0,,Inboard,Diesel,,21.0,1,,42.0,,45.0,13.0,,None,,,139 gal (),53 gal (),2 x 21 gal (),,,,2,Norwalk,Connecticut,Jeanneau,Sun Odyssey 449,45,Europe,Croatia,173822,2018,2
2018 Jeanneau Sun Odyssey 479,260820.0,2.0,Jeanneau,Sun Odyssey 479,Cruiser,47.33,Diesel,Fiberglass,Yacht Broker House,Yanmar,None,2.0,60.0,2500.0,Inboard,Diesel|Diesel,,,0,,,,47.0,14.0,,Electric Windlass,,,162.47 gal (),63.4 gal (),,,4.0,4.0,4,Athens,Greece,Jeanneau,Sun Odyssey 479,46,Europe,Greece,242939,2018,2
2018 Jeanneau Sun Odyssey 519,291249.0,2.0,Jeanneau,Sun Odyssey 519,Cruiser,51.67,Diesel,Fiberglass,La Bottega del Mare,Yanmar,4JH80,,80.0,1400.0,None,Diesel|Diesel,,,0,7.0,,9.0,51.0,15.0,,None,,,162.47 gal (Plastic),63.4 gal (Plastic),,,,5.0,3,Toscana,Italy,Jeanneau,Sun Odyssey 519,51,Caribbean,British Virgin Islands,545950,2018,2
2018 Jeanneau Sun Odyssey 519,291249.0,2.0,Jeanneau,Sun Odyssey 519,Cruiser,51.67,Diesel,Fiberglass,La Bottega del Mare,Yanmar,4JH80,,80.0,1400.0,None,Diesel|Diesel,,,0,7.0,,9.0,51.0,15.0,,None,,,162.47 gal (Plastic),63.4 gal (Plastic),,,,5.0,3,Toscana,Italy,Jeanneau,Sun Odyssey 519,51,Europe,Italy,325539,2018,2
2018 Jeanneau Sun Odyssey 519,291249.0,2.0,Jeanneau,Sun Odyssey 519,Cruiser,51.67,Diesel,Fiberglass,La Bottega del Mare,Yanmar,4JH80,,80.0,1400.0,None,Diesel|Diesel,,,0,7.0,,9.0,51.0,15.0,,None,,,162.47 gal (Plastic),63.4 gal (Plastic),,,,5.0,3,Toscana,Italy,Jeanneau,Sun Odyssey 519,51,Europe,Spain,303674,2018,2
2018 Jeanneau Sun Odyssey 519,291249.0,2.0,Jeanneau,Sun Odyssey 519,Cruiser,51.67,Diesel,Fiberglass,La Bottega del Mare,Yanmar,4JH80,,80.0,1400.0,None,Diesel|Diesel,,,0,7.0,,9.0,51.0,15.0,,None,,,162.47 gal (Plastic),63.4 gal (Plastic),,,,5.0,3,Toscana,Italy,Jeanneau,Sun Odyssey 519,51,USA,Texas,499999,2018,2
2018 Jeanneau 51,425000.0,2.0,Jeanneau,51,Racer/Cruiser,50.5,Diesel,Fiberglass,Bluenose Yacht Sales ,Yanmar,None,,110.0,876.0,Inboard,Diesel,,31.0,0,,49.0,,50.0,15.0,,None,,,169 gal (),63 gal (),2 x 20 gal (),6.0,,3.0,2,Portsmouth,Rhode Island,Jeanneau,51,51,Europe,Turkey,423929,2018,2
2005 Jeanneau Sun Odyssey 54 DS,250000.0,15.0,Jeanneau,Sun Odyssey 54 DS,Cruiser,53.0,Diesel,Fiberglass,Simon Yachts,Yanmar, 4JH4 HTE,15.0,110.0,1040.0,Inboard,Diesel|Diesel,,39.0,0,10.0,,18.0,54.0,15.0,48.0,None,,,2 x 80 gal (),2 x 100 gal (),1 x 100 gal (),12.0,,3.0,3,Dana Point,California,Jeanneau,Sun Odyssey 54 DS,55,Europe,France,649863,2018,2
2005 Jeanneau Sun Odyssey 54 DS,250000.0,15.0,Jeanneau,Sun Odyssey 54 DS,Cruiser,53.0,Diesel,Fiberglass,Simon Yachts,Yanmar, 4JH4 HTE,15.0,110.0,1040.0,Inboard,Diesel|Diesel,,39.0,0,10.0,,18.0,54.0,15.0,48.0,None,,,2 x 80 gal (),2 x 100 gal (),1 x 100 gal (),12.0,,3.0,3,Dana Point,California,Jeanneau,Sun Odyssey 54 DS,55,USA,Maryland,575000,2018,2
2005 Jeanneau Sun Odyssey 54 DS,250000.0,15.0,Jeanneau,Sun Odyssey 54 DS,Cruiser,53.0,Diesel,Fiberglass,Simon Yachts,Yanmar, 4JH4 HTE,15.0,110.0,1040.0,Inboard,Diesel|Diesel,,39.0,0,10.0,,18.0,54.0,15.0,48.0,None,,,2 x 80 gal (),2 x 100 gal (),1 x 100 gal (),12.0,,3.0,3,Dana Point,California,Jeanneau,Sun Odyssey 54 DS,55,Europe,Spain,594010,2018,2
2005 Jeanneau Sun Odyssey 54 DS,250000.0,15.0,Jeanneau,Sun Odyssey 54 DS,Cruiser,53.0,Diesel,Fiberglass,Simon Yachts,Yanmar, 4JH4 HTE,15.0,110.0,1040.0,Inboard,Diesel|Diesel,,39.0,0,10.0,,18.0,54.0,15.0,48.0,None,,,2 x 80 gal (),2 x 100 gal (),1 x 100 gal (),12.0,,3.0,3,Dana Point,California,Jeanneau,Sun Odyssey 54 DS,55,Europe,Spain,593926,2018,2
2023 Salona 39,319000.0,-3.0,Salona,39,Sloop,39.0,Electric,Fiberglass,Green Yachts,Oceanvolt,ServoProp 10 kW,,,,Electric,Electric|Electric,3.0,,0,,,,38.0,12.0,32.0,Electric Windlass,,12.0,2 x 24 gal (),,1 x 10 gal (),,2.0,2.0,1,San Diego,California,Salona,S380,38,Europe,Italy,240571,2018,2
2018 Salona S 44,353194.0,2.0,Salona,S 44,Racer/Cruiser,44.29,Diesel,Fiberglass,Nautis,None,None,,,,None,Diesel,,,0,,,,44.0,13.0,,None,,,,,,,,,2,La Fontonne,06,Salona,44,44,Europe,France,394723,2018,2
2009 Tartan 4300,375000.0,11.0,Tartan,4300,Sloop,43.0,Diesel,Fiberglass,YachtSalesInternational,Volvo,D2,11.0,55.0,941.0,Inboard,Diesel|Diesel,,23.0,0,6.0,,7.0,43.0,13.0,37.0,None,,,2 x 120 gal (),2 x 100 gal (),2 x 40 gal (),2.0,,2.0,2,Annapolis,Maryland,Tartan,4300,43,USA,Rhode Island,497000,2018,2
2019 Wauquiez Pilot Saloon 42,596626.0,1.0,Wauquiez,Pilot Saloon 42,Pilothouse,42.62,Diesel,Fiberglass,Ettore Yachting,YANMAR,4JH80,1.0,80.0,,Inboard,Diesel|Diesel,3.0,,1,,,,42.0,13.0,,Electric Windlass,6.0,220.0,1 x 109.63 gal (Plastic),1 x 109.63 gal (Plastic),,2.0,2.0,2.0,2,PORT CAMARGUE,30,Wauquiez,Pilot Saloon 42,42,Europe,Netherlands,583078,2018,2
"2021 X-Yachts X4.3, X 4.3, X-4.3",541201.0,-1.0,X-Yachts,"X4.3, X 4.3, X-4.3",Racer/Cruiser,43.44,Diesel,Fiberglass,CB Selections,Yanmar,None,,45.0,,Inboard,Diesel|Diesel,3.0,,1,,,,43.0,13.0,,Manual Windlass,,,1 x 89.82 gal (),1 x 52.83 gal (),2 x 14.53 gal (),2.0,3.0,3.0,2,Medemblik,Netherlands,X-Yachts,X 4.3,43,Europe,Croatia,388718,2018,2
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,41 Cruiser,40,Europe,Germany,205284,2019,1
2011 Bavaria 45 Cruiser,182574.0,9.0,Bavaria,45 Cruiser,Cruiser,47.9,Diesel,Fiberglass,Albatros Rimini,D2 75,None,9.0,75.0,,Inboard,Diesel|Diesel,,,0,,,,47.0,14.0,,Electric Windlass,,220.0,95.1 gal (Plastic),55.48 gal (Steel),,,3.0,3.0,3,Emilia Romagna,Italy,Bavaria,45 Cruiser,44,Europe,Spain,394776,2019,1
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,C45 Holiday,45,Europe,Germany,320761,2019,1
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,C45 Holiday,45,Europe,Germany,301321,2019,1
2019 Bavaria Cruiser 46,368300.0,1.0,Bavaria,Cruiser 46,Racer/Cruiser,46.0,Diesel,Fiberglass,Agence Yachting Mediterranee,VOLVO PENTA,D2,1.0,75.0,303.0,Inboard,Diesel|Diesel,,12.0,0,,,,46.0,14.0,42.0,Electric Windlass,,12.0,360 gal (),210 gal (),,,,3.0,3,Canet en Roussillon,66,Bavaria,Cruiser 46,46,Europe,Germany,253872,2019,1
2019 Bavaria Cruiser 46,368300.0,1.0,Bavaria,Cruiser 46,Racer/Cruiser,46.0,Diesel,Fiberglass,Agence Yachting Mediterranee,VOLVO PENTA,D2,1.0,75.0,303.0,Inboard,Diesel|Diesel,,12.0,0,,,,46.0,14.0,42.0,Electric Windlass,,12.0,360 gal (),210 gal (),,,,3.0,3,Canet en Roussillon,66,Bavaria,Cruiser 46,46,Europe,Germany,223504,2019,1
2016 Bavaria 51 Cruiser,293422.0,4.0,Bavaria,51 Cruiser,Racer/Cruiser,51.15,Diesel,Fiberglass,Boatshed Greece,Volvo Penta,None,,,,None,Diesel|Diesel,,,0,,,,51.0,15.0,,None,,,1 x 147.94 gal (),1 x 68.68 gal (),,2.0,4.0,5.0,3,Thessaloniki,Greece,Bavaria,51 Cruiser,49,Europe,Germany,321895,2019,1
2023 Beneteau Oceanis 38.1 - On Order,,-3.0,Beneteau,Oceanis 38.1 - On Order,Cruiser,38.0,Diesel,Fiberglass,Cape Yachts at South Wharf ,Yanmar,None,,40.0,,None,Diesel|Diesel,,,0,,,,37.0,13.0,35.0,None,,,1 x 34 gal (),1 x 34 gal (),,,,2.0,1,South Dartmouth,Massachusetts,Beneteau,Oceanis 38.1,38,USA,California,254000,2019,1
2023 Beneteau Oceanis 38.1 - On Order,,-3.0,Beneteau,Oceanis 38.1 - On Order,Cruiser,38.0,Diesel,Fiberglass,Cape Yachts at South Wharf ,Yanmar,None,,40.0,,None,Diesel|Diesel,,,0,,,,37.0,13.0,35.0,None,,,1 x 34 gal (),1 x 34 gal (),,,,2.0,1,South Dartmouth,Massachusetts,Beneteau,Oceanis 38.1,38,Europe,France,163984,2019,1
2023 Beneteau Oceanis 38.1 - On Order,,-3.0,Beneteau,Oceanis 38.1 - On Order,Cruiser,38.0,Diesel,Fiberglass,Cape Yachts at South Wharf ,Yanmar,None,,40.0,,None,Diesel|Diesel,,,0,,,,37.0,13.0,35.0,None,,,1 x 34 gal (),1 x 34 gal (),,,,2.0,1,South Dartmouth,Massachusetts,Beneteau,Oceanis 38.1,38,Caribbean,Mexico,289000,2019,1
2019 Beneteau Oceanis 45,243814.0,1.0,Beneteau,Oceanis 45,Cruiser,45.93,Diesel,Fiberglass,Malo Yachts ,Yanmar,None,,99.0,,None,Diesel|Diesel,3.0,23.0,0,,,,45.0,14.0,42.0,None,,,,,,,,,2,,"Alcudia , Spain",Beneteau,Oceanis 45,45,USA,California,459000,2019,1
2019 Beneteau Oceanis 46.1,549999.0,1.0,Beneteau,Oceanis 46.1,Racer/Cruiser,46.0,Diesel,Fiberglass,Denison Yachting,Yanmar,4JH57,,57.0,160.0,Inboard,Diesel,,,1,6.0,,8.0,46.0,14.0,43.0,Electric Windlass,6.0,,97.74 gal (Plastic),2 x 52.83 gal (Plastic),2 x (Plastic),,3.0,3.0,2,Miami,Florida,Beneteau,Oceanis 46.1,47,Europe,Croatia,302459,2019,1
2019 Beneteau Oceanis 46.1,293422.0,1.0,Beneteau,Oceanis 46.1,Racer/Cruiser,47.9,Diesel,Fiberglass,MJ Owner,Yanmar,None,1.0,32.0,1440.0,Inboard,Diesel|Diesel,,23.0,0,,,,47.0,14.0,,None,,,97.74 gal (),52.83 gal (),,,4.0,4.0,4,Athens,Greece,Beneteau,Oceanis 46,47,Europe,Greece,285454,2019,1
2019 Beneteau Oceanis 46.1,549999.0,1.0,Beneteau,Oceanis 46.1,Racer/Cruiser,46.0,Diesel,Fiberglass,Denison Yachting,Yanmar,4JH57,,57.0,160.0,Inboard,Diesel,,,1,6.0,,8.0,46.0,14.0,43.0,Electric Windlass,6.0,,97.74 gal (Plastic),2 x 52.83 gal (Plastic),2 x (Plastic),,3.0,3.0,2,Miami,Florida,Beneteau,Oceanis 46.1,47,USA,New York,469000,2019,1
2019 Beneteau Oceanis 46.1,549999.0,1.0,Beneteau,Oceanis 46.1,Racer/Cruiser,46.0,Diesel,Fiberglass,Denison Yachting,Yanmar,4JH57,,57.0,160.0,Inboard,Diesel,,,1,6.0,,8.0,46.0,14.0,43.0,Electric Windlass,6.0,,97.74 gal (Plastic),2 x 52.83 gal (Plastic),2 x (Plastic),,3.0,3.0,2,Miami,Florida,Beneteau,Oceanis 46.1,47,Europe,Spain,467004,2019,1
2019 Beneteau Oceanis 46.1,549999.0,1.0,Beneteau,Oceanis 46.1,Racer/Cruiser,46.0,Diesel,Fiberglass,Denison Yachting,Yanmar,4JH57,,57.0,160.0,Inboard,Diesel,,,1,6.0,,8.0,46.0,14.0,43.0,Electric Windlass,6.0,,97.74 gal (Plastic),2 x 52.83 gal (Plastic),2 x (Plastic),,3.0,3.0,2,Miami,Florida,Beneteau,Oceanis 46.1,47,Europe,Turkey,340115,2019,1
2019 Beneteau Oceanis 51.1,649000.0,1.0,Beneteau,Oceanis 51.1,Cruiser,51.0,Diesel,Fiberglass,Prestige Yacht Sales ,None,None,,,,None,Diesel,,,0,,,,52.0,15.0,,None,,,,,,,,,2,Mystic,Connecticut,Beneteau,Oceanis 51.1,51,Europe,France,510172,2019,1
2019 Beneteau Oceanis 51.1,649000.0,1.0,Beneteau,Oceanis 51.1,Cruiser,51.0,Diesel,Fiberglass,Prestige Yacht Sales ,None,None,,,,None,Diesel,,,0,,,,52.0,15.0,,None,,,,,,,,,2,Mystic,Connecticut,Beneteau,Oceanis 51.1,51,Europe,France,363209,2019,1
2019 Beneteau Oceanis 51.1,649000.0,1.0,Beneteau,Oceanis 51.1,Cruiser,51.0,Diesel,Fiberglass,Prestige Yacht Sales ,None,None,,,,None,Diesel,,,0,,,,52.0,15.0,,None,,,,,,,,,2,Mystic,Connecticut,Beneteau,Oceanis 51.1,51,Europe,Greece,443382,2019,1
2019 Beneteau Oceanis 51.1,649000.0,1.0,Beneteau,Oceanis 51.1,Cruiser,51.0,Diesel,Fiberglass,Prestige Yacht Sales ,None,None,,,,None,Diesel,,,0,,,,52.0,15.0,,None,,,,,,,,,2,Mystic,Connecticut,Beneteau,Oceanis 51.1,51,Europe,Greece,400850,2019,1
2018 Beneteau Oceanis 55.1,407531.0,2.0,Beneteau,Oceanis 55.1,Racer/Cruiser,52.46,Diesel,Fiberglass,AYC International Yachtbrokers ,Yanmar,4 JH 110,2.0,28.0,1200.0,Inboard,Diesel|Diesel,3.0,,1,,,,55.0,16.0,49.0,Electric Windlass,,12.0,264.17 gal (Plastic),1 x 105.67 gal (Plastic),1 x 21.13 gal (Plastic),,5.0,4.0,4,Hyeres,83,Beneteau,Oceanis 55.1,55,Europe,France,759185,2019,1
2018 Beneteau Oceanis 55.1,407531.0,2.0,Beneteau,Oceanis 55.1,Racer/Cruiser,52.46,Diesel,Fiberglass,AYC International Yachtbrokers ,Yanmar,4 JH 110,2.0,28.0,1200.0,Inboard,Diesel|Diesel,3.0,,1,,,,55.0,16.0,49.0,Electric Windlass,,12.0,264.17 gal (Plastic),1 x 105.67 gal (Plastic),1 x 21.13 gal (Plastic),,5.0,4.0,4,Hyeres,83,Beneteau,Oceanis 55.1,55,Europe,France,704524,2019,1
2023 Dehler 46,,-3.0,Dehler,46,Racer/Cruiser,46.0,Diesel,Fiberglass,Seattle Yachts ,None,None,,,,Inboard,Diesel|Diesel,,25.0,0,,45.0,,48.0,14.0,42.0,None,,,118 gal (),55 gal (),,,,3.0,1,Anacortes,Washington,Dehler,46,46,Europe,Croatia,498045,2019,1
2019 Dufour 390 Grand Large,184747.0,1.0,Dufour,390 Grand Large,Cruiser,39.14,Diesel,Fiberglass,Almissani d,Volvo Penta,30,,30.0,,Inboard,Diesel|Diesel,,,0,,,,39.0,13.0,,Electric Windlass,,,100.39 gal (),52.83 gal (),,6.0,,3.0,2,Punat,Croatia,Dufour,390,39,Europe,Croatia,217486,2019,1
2019 Dufour 390,249490.0,1.0,Dufour,390,Cruiser,39.17,Diesel,Fiberglass,Prosail,Volvo Penta,D2,1.0,40.0,,None,Diesel|Diesel,,,0,,,,39.0,13.0,,None,,,1 x 100.39 gal (),1 x 52.83 gal (),,,3.0,3.0,2,Olbia,Italy,Dufour,390,39,Europe,Italy,204121,2019,1
2021 Dufour 412 GL,304290.0,-1.0,Dufour,412 GL,Cruiser,41.17,Diesel,Fiberglass,Nicolle Associates,Volvo Penta,D2,-1.0,50.0,600.0,Inboard,Diesel|Diesel,3.0,,1,,,,41.0,13.0,39.0,Electric Windlass,,220.0,100.39 gal (),52.83 gal (),,,3.0,3.0,1,Mangalia,Romania,Dufour,412 GL,40,Europe,Italy,228363,2019,1
2016 Dufour 412,172250.0,4.0,Dufour,412,Racer/Cruiser,40.52,Diesel,Fiberglass,Marine One Boats,VOLVO PENTA D2,None,,55.0,2200.0,Inboard,Diesel,3.0,19.0,0,3.0,,4.0,40.0,13.0,36.0,None,,,100.39 gal (),52.83 gal (),13.21 gal (),,,3.0,2,Istanbul,Turkey,Dufour,412,40,Europe,Italy,216187,2019,1
2021 Dufour 412 GL,304290.0,-1.0,Dufour,412 GL,Cruiser,41.17,Diesel,Fiberglass,Nicolle Associates,Volvo Penta,D2,-1.0,50.0,600.0,Inboard,Diesel|Diesel,3.0,,1,,,,41.0,13.0,39.0,Electric Windlass,,220.0,100.39 gal (),52.83 gal (),,,3.0,3.0,1,Mangalia,Romania,Dufour,412 GL,40,Europe,United Kingdom,216502,2019,1
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,430 GL,43,Europe,Croatia,239295,2019,1
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,430 GL,43,Europe,Germany,337186,2019,1
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,430 GL,43,Europe,Italy,267233,2019,1
2019 Dufour 430,377102.0,1.0,Dufour,430,Racer/Cruiser,43.44,Diesel,Fiberglass,European Yacht Brokers,Volvo Penta ,D2,1.0,60.0,320.0,None,Diesel,3.0,,1,,,,46.0,14.0,,None,,,,,,,,3.0,2,Sardinia,Italy,Dufour,430,43,Europe,Turkey,267233,2019,1
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,430 GL,43,Europe,Turkey,255086,2019,1
2020 Dufour 460 Grand Large,459000.0,0.0,Dufour,460 Grand Large,Cruiser,46.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,D2,0.0,60.0,54.0,Inboard,Diesel|Diesel,3.0,23.0,0,,,,46.0,14.0,,None,,,1 x 140 gal (),1 x 66 gal (),,,,3.0,2,Racine,Wisconsin,Dufour,460,46,USA,California,469000,2019,1
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,460 GL,46,Europe,Croatia,321895,2019,1
2020 Dufour 460 Grand Large,459000.0,0.0,Dufour,460 Grand Large,Cruiser,46.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,D2,0.0,60.0,54.0,Inboard,Diesel|Diesel,3.0,23.0,0,,,,46.0,14.0,,None,,,1 x 140 gal (),1 x 66 gal (),,,,3.0,2,Racine,Wisconsin,Dufour,460,46,Europe,Italy,321895,2019,1
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,460 GL,46,Europe,Turkey,327968,2019,1
2019 Dufour 520,390143.0,1.0,Dufour,520,Cruiser,48.39,Diesel,Fiberglass,Marine One Boats,Volvo Penta,D2,,7.0,,Inboard,Diesel|Diesel,4.0,33.0,0,3.0,,4.0,49.0,15.0,44.0,Electric Windlass,,,190.2 gal (),118.88 gal (),,,4.0,5.0,3,Dalmatia,Croatia,Dufour,520,50,Europe,France,484664,2019,1
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,520 GL,50,Europe,Italy,451806,2019,1
